Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight_Kilograms_Clean,shipment_mode_encoded,manufacturing_site_encoded,country_encoded,Dosage_Form_encoded,First_Line_Designation_encoded,fulfill_via_encoded,Sub_Classification_encoded,brand_encoded
60.0,38151.0,83169.18,2.18,0.04,11342.0,2,5,2,1,0,0,1,2
60.0,39636.0,338887.8,8.55,0.14,3666.0,2,1,6,1,1,0,1,2
240.0,1000.0,1950.0,1.95,0.01,830.0,1,1,10,3,1,0,2,2
90.0,14164.0,131725.2,9.3,0.1,884.0,1,5,7,1,1,1,2,2
100.0,600.0,43200.0,72.0,0.72,137.0,1,25,10,5,1,0,3,3
100.0,2.0,160.0,80.0,0.8,1.0,1,25,1,5,1,0,3,3
240.0,616.0,9018.24,14.64,0.06,373.0,1,1,1,3,0,0,2,2
60.0,46.0,368.0,8.0,0.13,106.0,1,1,12,1,0,0,1,2
100.0,872.0,8.72,0.01,0.0,629.0,1,9,2,5,0,0,4,2
60.0,24612.0,35687.4,1.45,0.02,4762.0,1,1,11,4,1,1,1,2
100.0,1608.0,128640.0,80.0,0.8,958.0,1,6,22,5,1,1,3,3
120.0,88.0,1848.0,21.0,0.18,95.0,1,2,22,1,1,0,1,2
100.0,6100.0,542900.0,89.0,0.89,3497.0,1,6,16,5,1,1,3,3
300.0,316.0,9739.12,30.82,0.1,415.0,1,11,9,3,1,1,2,8
307.501710918752,300.0,11508.0,38.36,0.11,546.0,1,10,1,4,1,1,1,9
30.0,14374.0,46571.76,3.24,0.11,1228.0,1,23,11,1,1,1,1,2
60.0,5985.0,23940.0,4.0,0.07,576.0,3,1,4,1,1,0,2,2
60.0,28853.0,236594.6,8.2,0.14,3612.0,1,1,14,1,1,1,1,2
60.0,73271.0,628665.18,8.58,0.14,13288.0,2,3,7,1,0,0,1,2
30.0,1781.0,8584.42,4.82,0.16,99.0,1,2,1,1,1,0,1,2
30.0,5950.0,53371.5,8.97,0.3,631.0,3,1,4,1,1,0,1,2
30.0,145784.18484021962,1302250.6478105593,11.89,0.4,22895.0,2,2,5,1,1,0,1,2
30.0,131520.0,632611.2,4.81,0.16,2277.0,2,3,7,1,1,0,1,2
90.0,1530.0,13571.1,8.87,0.1,233.0,3,1,4,4,1,0,2,2
60.0,60929.0,493524.9,8.1,0.13,8638.0,1,4,12,1,1,1,1,2
30.0,43479.0,516965.31,11.89,0.4,4874.0,2,2,5,1,1,0,1,2
60.0,1973.0,7892.0,4.0,0.07,8894.0,1,1,7,1,1,0,2,2
60.0,5060.0,57684.0,11.4,0.19,570.0,3,1,4,1,1,0,1,2
240.0,608.0,7600.0,12.5,0.05,223.0,2,1,1,3,1,0,2,2
120.0,7078.0,430483.96,60.82,0.51,1724.0,1,8,11,1,1,1,1,6
60.0,50549.0,518127.25,10.25,0.17,4680.0,1,1,2,1,1,0,1,2
20.0,24250.0,776000.0,32.0,1.6,7080.0,1,7,4,5,1,1,3,4
60.0,2084.0,19798.0,9.5,0.16,237.0,1,1,12,1,1,0,1,2
30.0,720.0,2908.8,4.04,0.13,52.0,2,2,6,1,1,0,1,2
30.0,54147.0,643807.83,11.89,0.4,6425.0,1,4,23,1,1,0,1,2
60.0,216.0,7311.6,33.85,0.56,17.0,1,10,9,4,1,1,2,1
270.0,460.0,37453.2,81.42,0.3,1313.0,1,10,1,1,0,0,1,1
30.0,2016.0,24917.76,12.36,0.41,120.0,1,2,11,1,1,1,1,2
20.0,1250.0,40000.0,32.0,1.6,393.0,2,7,16,5,1,0,3,4
25.0,10000.0,200000.0,20.0,0.8,3335.0,1,13,5,5,1,1,3,7
60.0,24000.0,264000.0,11.0,0.18,2769.0,1,5,11,1,1,1,1,2
30.0,1760.0,3555.2,2.02,0.07,126.0,1,18,11,4,1,1,2,2
90.0,3680.0,20240.0,5.5,0.06,6385.0,4,1,10,4,1,1,2,2
20.0,138.0,4416.0,32.0,1.6,56.0,1,7,24,5,1,1,3,4
100.0,5060.0,404800.0,80.0,0.8,2486.0,1,6,7,5,0,1,3,3
60.0,10000.0,81000.0,8.1,0.13,2235.0,1,2,11,1,0,1,1,2
30.0,90000.0,400500.0,4.45,0.15,7397.0,2,2,5,1,1,0,1,2
240.0,1000.0,5050.0,5.05,0.02,3822.0,1,1,11,3,1,1,2,2
120.0,12440.0,308014.4,24.76,0.21,5391.0,1,1,12,1,0,0,1,2
60.0,750.0,1830.0,2.44,0.04,729.0,2,5,12,1,0,0,1,2
60.0,20000.0,154400.0,7.72,0.13,2924.0,3,3,4,1,1,0,1,2
100.0,2100.0,10500.0,5.0,0.05,187.0,1,1,10,4,1,1,2,2
30.0,115000.0,546250.0,4.75,0.16,8819.0,2,2,2,1,0,0,1,2
30.0,8640.0,97977.6,11.34,0.38,11468.0,2,2,1,1,1,0,1,2
60.0,11574.0,119096.46,10.29,0.17,7114.0,2,2,7,1,0,0,1,2
100.0,4872.0,389760.0,80.0,0.8,1978.0,1,6,12,5,1,1,3,3
120.0,24097.0,643389.9,26.7,0.22,6375.0,2,2,1,1,1,0,1,2
30.0,8148.0,132405.0,16.25,0.54,743.0,1,1,1,1,1,0,1,2
60.0,8784.0,99698.4,11.35,0.19,1118.0,4,2,12,1,1,0,1,2
60.0,25000.0,157500.0,6.3,0.1,2266.0,2,26,5,1,1,0,2,2
60.0,140.0,278.6,1.99,0.03,9.0,1,3,19,1,1,0,1,2
100.0,5000.0,400000.0,80.0,0.8,2268.0,1,6,20,5,1,1,3,3
100.0,9335.0,830815.0,89.0,0.89,3788.0,1,6,4,5,1,1,3,3
60.0,270.0,12501.0,46.3,0.77,59.0,1,21,19,1,1,1,2,1
90.0,20.0,194.2,9.71,0.11,5.0,1,1,1,4,1,0,2,2
120.0,17201.0,459266.7,26.7,0.22,4758.0,2,2,5,1,0,0,1,2
120.0,1819.0,35761.54,19.66,0.16,473.0,1,2,19,1,1,0,1,2
60.0,1300.0,8333.0,6.41,0.11,77.0,1,3,19,1,1,0,1,2
30.0,49142.0,212293.44,4.32,0.14,17285.0,2,3,2,1,0,0,1,2
60.0,2523.0,8073.6,3.2,0.05,585.0,2,3,12,1,1,0,1,2
30.0,145784.18484021962,1302250.6478105593,11.15,0.37,46946.48571682304,2,2,6,1,0,0,1,2
20.0,1286.0,37294.0,29.0,1.45,482.0,1,12,4,5,1,1,3,5
30.0,1086.0,6972.12,6.42,0.21,90.0,1,1,14,1,1,0,1,2
30.0,36456.0,226756.32,6.22,0.21,3160.0,1,1,10,1,1,0,1,2
90.0,15000.0,82500.0,5.5,0.06,2803.0,2,5,2,1,0,0,2,2
60.0,5768.0,24917.76,4.32,0.07,592.0,2,3,6,1,1,0,1,2
20.0,500.0,16000.0,32.0,1.6,500.0,1,7,24,5,1,1,3,4
30.0,4279.0,28113.03,6.57,0.22,259.0,1,2,5,1,1,0,1,2
20.0,250.0,8000.0,32.0,1.6,88.0,1,7,9,5,1,1,3,4
30.0,40409.0,439245.83,10.87,0.36,5977.0,3,3,4,1,1,0,1,2
60.0,13860.0,97297.2,7.02,0.12,662.0,1,1,1,1,1,0,1,2
100.0,10.0,720.0,72.0,0.72,12.0,1,9,10,5,1,0,3,3
20.0,500.0,13500.0,27.0,1.35,115.0,1,12,4,5,1,0,3,5
60.0,140000.0,351400.0,2.51,0.04,8783.0,2,3,2,1,1,0,1,2
100.0,2093.0,150675.07,71.99,0.72,609.0,1,9,9,5,0,0,3,3
60.0,600.0,1638.0,2.73,0.05,306.0,1,1,12,1,1,0,1,2
60.0,36192.0,254067.84,7.02,0.12,2036.0,2,2,7,1,1,0,1,2
30.0,939.0,21127.5,22.5,0.75,117.0,1,2,1,1,1,1,1,2
60.0,720.0,6732.0,9.35,0.16,66.0,1,1,6,1,1,0,1,2
90.0,6312.0,34716.0,5.5,0.06,4964.0,2,5,12,1,0,0,2,2
60.0,3322.0,9069.06,2.73,0.05,377.0,3,1,4,1,1,0,1,2
60.0,2000.0,4660.0,2.33,0.04,84.0,1,1,15,1,1,0,1,2
240.0,475.0,912.0,1.92,0.01,170.0,1,1,1,3,1,0,2,2
30.0,26112.0,122726.4,4.7,0.16,2444.0,2,14,12,1,1,0,1,2
60.0,31892.0,80048.92,2.51,0.04,21879.0,2,3,2,1,0,0,1,2
25.0,8000.0,160000.0,20.0,0.8,2366.0,1,13,5,5,1,0,3,7
120.0,5188.0,315534.16,60.82,0.51,1138.0,1,8,11,1,1,1,1,6
100.0,351.0,25272.0,72.0,0.72,60.0,1,9,19,5,1,1,3,3
20.0,400.0,12800.0,32.0,1.6,132.0,1,7,13,5,1,1,3,4
30.0,10914.0,70067.88,6.42,0.21,611.0,1,2,14,1,1,0,1,2
90.0,1016.0,9448.8,9.3,0.1,367.0,2,5,9,1,1,0,2,2
180.0,1184.0,20080.64,16.96,0.09,361.0,1,16,1,3,1,1,2,1
30.0,46190.0,190302.8,4.12,0.14,4539.0,2,5,2,1,1,0,1,2
30.0,97100.0,856422.0,8.82,0.29,14340.0,2,2,7,1,1,0,1,2
60.0,18620.0,244853.0,13.15,0.22,1928.0,1,2,9,1,1,0,1,2
60.0,19705.0,50838.9,2.58,0.04,1095.0,2,5,12,1,1,0,1,2
60.0,73012.0,540288.8,7.4,0.12,14083.0,1,4,6,1,1,0,1,2
30.0,1100.0,12100.0,11.0,0.37,95.0,1,1,13,4,1,1,2,2
100.0,1150.0,82800.0,72.0,0.72,476.0,1,9,1,5,1,0,3,3
300.0,1251.0,38555.82,30.82,0.1,1254.0,1,11,7,3,1,1,2,8
60.0,960.0,7958.4,8.29,0.14,111.0,1,5,22,1,1,0,1,2
60.0,33998.0,111513.44,3.28,0.05,7275.0,1,2,1,1,1,0,1,2
60.0,5360.0,31838.4,5.94,0.1,619.0,1,8,4,1,1,1,2,2
60.0,1299.0,72094.5,55.5,0.92,137.0,1,16,12,1,1,1,1,1
60.0,7511.0,25537.4,3.4,0.06,732.0,1,22,15,1,1,0,1,2
60.0,36000.0,87120.0,2.42,0.04,7973.0,1,2,4,1,0,0,1,2
60.0,10000.0,81000.0,8.1,0.13,1463.0,1,4,13,1,1,1,1,2
100.0,6133.0,545837.0,89.0,0.89,2483.0,1,6,4,5,1,1,3,3
240.0,3035.0,5827.2,1.92,0.01,1133.0,1,1,10,3,1,0,2,2
30.0,2520.0,20790.0,8.25,0.28,1849.0,1,2,11,1,0,1,1,2
30.0,69811.0,423752.77,6.07,0.2,7632.0,1,2,2,1,1,0,1,2
60.0,368.0,4784.0,13.0,0.22,6142.0,1,2,11,1,0,1,1,2
20.0,4588.0,146816.0,32.0,1.6,1573.0,1,7,19,5,1,1,3,4
60.0,1512.0,1995.84,1.32,0.02,360.0,2,1,1,4,1,0,1,2
60.0,1521.0,2311.92,1.52,0.03,422.0,1,1,4,4,0,0,1,2
60.0,39180.0,88546.8,2.26,0.04,2764.0,2,3,2,1,0,0,1,2
240.0,1992.0,4183.2,2.1,0.01,777.0,1,1,9,3,1,1,2,2
60.0,42751.0,374498.76,8.76,0.15,3409.0,3,2,4,1,1,0,1,2
60.0,219.0,383.25,1.75,0.03,16.0,1,1,15,4,1,0,1,2
100.0,2104.0,168320.0,80.0,0.8,917.0,1,6,1,5,1,1,3,3
60.0,1560.0,14820.0,9.5,0.16,147.0,2,1,7,1,1,0,1,2
60.0,157.0,1540.17,9.81,0.16,836.0,2,5,12,1,1,0,1,2
30.0,26962.0,111083.44,4.12,0.14,1638.0,1,5,9,1,1,0,1,2
30.0,145784.18484021962,1302250.6478105593,10.78,0.36,37973.0,2,14,7,1,1,0,1,2
240.0,7000.0,14700.0,2.1,0.01,2625.0,1,4,1,3,1,0,2,2
60.0,79999.0,180797.74,2.26,0.04,9404.0,2,3,9,1,1,0,1,2
30.0,45000.0,485100.0,10.78,0.36,5083.0,2,2,12,1,1,0,1,2
90.0,1220.0,11821.8,9.69,0.11,169.0,3,1,4,4,1,0,2,2
60.0,724.0,4300.56,5.94,0.1,82.0,1,8,12,1,1,1,2,2
30.0,71577.0,1087970.4,15.2,0.51,7416.0,1,4,9,1,0,1,1,2
30.0,600.0,2130.0,3.55,0.12,517.0,2,3,6,1,0,0,1,2
60.0,6799.0,25496.25,3.75,0.06,292.0,2,5,1,1,1,0,2,2
30.0,31875.0,148856.25,4.67,0.16,3005.0,1,1,8,1,1,1,1,2
30.0,34.0,765.0,22.5,0.75,13.0,1,10,24,5,1,1,3,1
20.0,2730.0,87360.0,32.0,1.6,890.0,1,7,2,5,1,1,3,4
30.0,20160.0,244137.6,12.11,0.4,3082.0,2,2,7,1,0,0,1,2
60.0,36000.0,87840.0,2.44,0.04,2026.0,1,5,12,1,1,0,1,2
60.0,9876.0,26961.48,2.73,0.05,941.0,1,1,1,1,1,0,1,2
60.0,2600.0,5174.0,1.99,0.03,149.0,2,3,6,1,1,0,1,2
240.0,10603.0,23962.78,2.26,0.01,3818.0,4,1,8,3,1,1,2,2
60.0,7063.0,16244.9,2.3,0.04,412.0,1,20,11,1,1,1,1,2
20.0,2500.0,100000.0,40.0,2.0,853.0,1,7,2,5,1,1,3,4
1.0,6500.0,32500.0,5.0,5.0,781.0,1,6,7,5,0,1,4,3
30.0,145000.0,1302250.6478105593,12.01,0.4,11186.0,1,2,5,1,1,0,1,2
20.0,1129.0,32741.0,29.0,1.45,328.0,1,12,1,5,1,1,3,5
30.0,1200.0,1500.0,1.25,0.04,64.0,1,1,12,1,1,1,2,2
60.0,3192.0,6703.2,2.1,0.04,157.0,1,2,10,1,1,1,2,2
60.0,4600.0,27324.0,5.94,0.1,535.0,1,8,1,1,1,1,2,2
240.0,4970.0,9592.1,1.93,0.01,6587.0,1,4,1,3,0,0,2,2
60.0,57804.0,208094.4,3.6,0.06,15222.0,2,4,7,1,1,0,2,2
30.0,11536.0,54219.2,4.7,0.16,1046.0,2,10,2,1,1,0,1,2
100.0,30.0,12000.0,129.58352457209097,4.0,72.0,1,27,24,5,1,0,3,1
30.0,17422.0,71778.64,4.12,0.14,21063.0,2,5,7,1,0,0,1,2
25.0,10000.0,200000.0,20.0,0.8,3335.0,1,13,5,5,1,1,3,7
30.0,50928.0,282141.12,5.54,0.18,5456.0,1,19,10,1,1,0,1,2
30.0,1056.0,5808.0,5.5,0.18,69.0,1,2,9,1,1,0,1,2
240.0,6736.0,13606.72,2.02,0.01,12410.0,4,1,8,3,0,1,2,2
60.0,145784.18484021962,430500.0,2.87,0.05,9306.0,4,5,8,1,1,1,1,2
60.0,43632.0,336839.04,7.72,0.13,4145.0,2,3,6,1,0,0,1,2
60.0,1000.0,1500.0,1.5,0.02,10435.0,1,1,10,4,1,0,1,2
30.0,33000.0,109890.0,3.33,0.11,18808.0,3,5,20,1,0,0,1,2
60.0,5701.0,23659.15,4.15,0.07,335.0,2,2,1,1,1,0,2,2
307.501710918752,194.0,7441.84,38.36,0.11,390.0,1,11,4,4,1,1,1,9
60.0,24992.0,202435.2,8.1,0.13,3458.0,1,2,10,1,1,1,1,2
60.0,27681.0,262969.5,9.5,0.16,2581.0,1,1,2,1,1,0,1,2
240.0,549.0,796.05,1.45,0.01,201.0,1,1,22,3,1,0,2,2
270.0,40.0,5037.72,125.94,0.47,11.0,1,10,9,1,1,1,1,1
60.0,9316.0,22731.04,2.44,0.04,9863.0,1,5,1,1,0,0,1,2
30.0,7000.0,8750.0,1.25,0.04,482.0,1,1,1,1,1,1,2,2
60.0,62.0,341.0,5.5,0.09,4.0,1,1,19,1,1,0,1,2
120.0,178.0,6408.0,36.0,0.3,90.0,1,10,12,1,1,1,1,1
60.0,120099.0,1302250.6478105593,11.22,0.19,16015.0,2,1,6,1,1,0,1,2
60.0,15003.0,219493.89,14.63,0.24,2612.0,2,2,5,1,0,0,1,2
60.0,400.0,2800.0,7.0,0.12,82.0,1,21,11,1,1,1,2,1
100.0,5000.0,400000.0,80.0,0.8,2020.0,1,6,20,5,1,1,3,3
120.0,20580.0,634275.6,30.82,0.26,5139.0,4,8,1,1,1,1,1,6
60.0,274.0,2263.24,8.26,0.14,308.0,1,1,13,1,0,0,1,2
30.0,48860.0,212052.4,4.34,0.14,16417.0,1,1,4,1,0,0,1,2
90.0,300.0,2790.0,9.3,0.1,266.0,1,5,13,1,1,0,2,2
1.0,23.0,563.5,24.5,11.761991170924096,21.0,1,17,22,5,1,1,3,10
100.0,5538.0,443040.0,80.0,0.8,5538.0,1,6,2,5,1,1,3,3
60.0,51355.0,125819.75,2.45,0.04,6436.0,3,1,4,1,1,0,1,2
60.0,29880.0,232466.4,7.78,0.13,2699.0,1,1,9,1,1,0,1,2
20.0,185.0,5920.0,32.0,1.6,64.0,1,7,13,5,1,1,3,4
60.0,125000.0,890000.0,7.12,0.12,9290.0,2,5,6,1,1,0,1,2
240.0,7107.0,14924.7,2.1,0.01,2633.0,1,1,1,3,1,0,2,2
60.0,40000.0,448800.0,11.22,0.19,4692.0,3,1,4,1,1,0,1,2
60.0,1659.0,3682.98,2.22,0.04,958.0,1,3,12,1,1,0,1,2
30.0,489.0,6611.28,13.52,0.45,12199.0,2,2,1,1,0,0,1,2
60.0,89.0,1302.07,14.63,0.24,199.0,1,2,19,1,0,0,1,2
60.0,33972.0,85949.16,2.53,0.04,1823.0,1,1,8,1,1,1,1,2
60.0,19392.0,130896.0,6.75,0.11,1899.0,1,4,11,1,1,1,1,2
240.0,2135.0,4205.95,1.97,0.01,4639.0,1,1,10,3,0,0,2,2
100.0,114.0,513.0,4.5,0.04,5.0,1,1,19,4,1,1,2,2
60.0,525.0,3465.0,6.6,0.11,34.0,1,4,11,1,1,1,1,2
20.0,1230.0,38130.0,31.0,1.55,357.0,1,12,1,5,1,1,3,5
60.0,15000.0,108150.0,7.21,0.12,823.0,3,1,4,1,1,0,1,2
60.0,75816.0,492045.84,6.49,0.11,6452.0,4,2,10,1,1,1,1,2
60.0,8586.0,20005.38,2.33,0.04,544.0,1,3,11,1,1,1,1,2
240.0,3872.0,7085.76,1.83,0.01,1438.0,1,1,1,3,1,0,2,2
120.0,8760.0,177127.2,20.22,0.17,1798.0,2,8,12,1,1,0,1,6
240.0,20000.0,39000.0,1.95,0.01,7464.0,1,1,12,3,1,0,2,2
60.0,422.0,3696.72,8.76,0.15,105.0,3,2,4,1,0,0,1,2
60.0,88433.0,730456.58,8.26,0.14,8935.0,3,1,4,1,1,0,1,2
60.0,5000.0,56100.0,11.22,0.19,659.0,3,1,4,1,1,0,1,2
60.0,52865.0,188728.05,3.57,0.06,9182.0,1,1,2,1,1,0,1,2
20.0,500.0,16000.0,32.0,1.6,164.0,1,7,24,5,1,0,3,4
100.0,1000.0,350000.0,129.58352457209097,3.5,2090.0,1,10,20,5,1,1,3,1
60.0,112100.0,655785.0,5.85,0.1,12791.0,2,4,7,1,0,0,1,2
30.0,34044.0,158985.48,4.67,0.16,2892.0,1,1,8,1,1,1,1,2
60.0,6781.0,242759.8,35.8,0.6,675.0,1,1,5,1,1,0,1,2
240.0,27264.0,41168.64,1.51,0.01,10191.0,2,1,6,3,1,0,2,2
60.0,1796.0,2729.92,1.52,0.03,5880.0,1,5,1,4,1,0,1,2
60.0,42000.0,461580.0,10.99,0.18,5941.0,1,2,11,1,1,1,1,2
60.0,38780.0,432009.2,11.14,0.19,3217.0,1,1,2,1,1,1,1,2
30.0,3359.0,88173.75,26.25,0.88,300.0,1,15,4,1,1,0,1,11
60.0,3342.0,38299.32,11.46,0.19,3888.0,2,1,5,1,0,0,1,2
100.0,1132.0,81504.0,72.0,0.72,337.0,1,9,5,5,1,1,3,3
60.0,1209.0,2696.07,2.23,0.04,609.0,2,18,2,1,1,0,1,2
60.0,26402.0,249498.9,9.45,0.16,6986.0,2,1,2,1,1,0,1,2
60.0,489.0,3770.19,7.71,0.13,28.0,1,1,19,1,1,0,1,2
270.0,420.0,43478.98,103.52,0.38,446.0,1,28,6,4,1,1,1,1
100.0,2499.0,199920.0,80.0,0.8,1191.0,1,9,7,5,1,1,3,3
30.0,200.0,710.0,3.55,0.12,12.0,1,2,9,1,1,0,1,2
60.0,29107.0,238677.4,8.2,0.14,3647.0,1,1,14,1,1,1,1,2
30.0,50000.0,162000.0,3.24,0.11,5593.0,1,4,12,1,1,1,1,2
60.0,145784.18484021962,440222.76,2.37,0.04,9374.0,4,1,8,1,1,1,1,2
60.0,90000.0,694800.0,7.72,0.13,17769.0,2,3,1,1,1,0,1,2
60.0,500.0,12500.0,25.0,0.42,124.0,1,1,11,1,1,1,1,2
60.0,64241.0,549260.55,8.55,0.14,6234.0,1,3,10,1,1,0,1,2
30.0,60342.0,268521.9,4.45,0.15,20269.0,1,5,12,1,1,0,1,2
30.0,17422.0,66377.82,3.81,0.13,7490.0,2,1,7,1,0,0,1,2
60.0,45.0,406.8,9.04,0.15,13.0,1,8,10,1,1,1,2,2
60.0,900.0,1791.0,1.99,0.03,1630.0,1,2,13,1,0,0,2,2
120.0,175.0,41553.18,129.58352457209097,1.98,31.0,1,28,3,1,1,1,1,1
30.0,17300.0,54495.0,3.15,0.1,1320.0,1,3,11,1,1,1,1,2
60.0,579.0,3966.15,6.85,0.11,83.0,1,8,12,1,1,1,1,9
60.0,7255.0,58983.15,8.13,0.14,917.0,1,1,5,1,1,1,1,2
60.0,5468.0,16130.6,2.95,0.05,437.0,1,3,9,1,1,0,1,2
60.0,560.0,4905.6,8.76,0.15,679.0,2,1,7,1,0,0,1,2
60.0,147.0,2150.61,14.63,0.24,308.0,1,2,13,1,0,0,1,2
100.0,3094.0,247520.0,80.0,0.8,1477.0,1,6,6,5,1,1,3,3
60.0,9989.0,18479.65,1.85,0.03,2832.0,1,3,11,1,0,1,1,2
60.0,46855.0,142439.2,3.04,0.05,35216.0,1,1,15,1,0,0,1,2
240.0,225.0,416.25,1.85,0.01,110.0,2,1,19,3,0,0,2,2
60.0,19835.0,160663.5,8.1,0.13,2866.0,1,4,10,1,1,1,1,2
25.0,154.0,14630.0,95.0,3.8,87.0,1,12,3,5,1,1,3,1
60.0,74623.0,605192.53,8.11,0.14,10073.0,2,4,6,1,1,0,1,2
30.0,59500.0,571200.0,9.6,0.32,26861.0,3,3,4,1,0,0,1,2
60.0,814.0,0.01,0.0,0.0,60.0,1,2,7,1,1,1,2,2
60.0,10000.0,99800.0,9.98,0.17,7416.0,1,4,9,1,1,1,1,2
60.0,187.0,1312.74,7.02,0.12,125.0,1,3,13,1,1,0,1,2
20.0,1200.0,38400.0,32.0,1.6,751.0,2,7,16,5,0,0,3,4
100.0,345.0,23115.0,67.0,0.67,60.0,1,9,10,5,1,0,3,3
240.0,11668.0,35004.0,3.0,0.01,4396.0,1,1,8,3,1,1,2,2
60.0,75235.0,610155.85,8.11,0.14,9080.0,2,5,1,1,1,0,1,2
60.0,208.0,7040.8,33.85,0.56,16.0,1,10,9,4,1,1,2,1
240.0,416.0,2579.2,6.2,0.03,504.0,1,1,4,3,0,1,2,2
60.0,1016.0,5669.28,5.58,0.09,615.0,1,1,19,1,1,0,1,2
307.501710918752,26.0,936.0,36.0,0.04,21.0,1,10,3,1,1,1,5,2
60.0,10059.0,21928.62,2.18,0.04,632.0,2,3,12,1,1,0,1,2
20.0,58.0,1856.0,32.0,1.6,19.0,1,7,18,5,1,1,3,4
60.0,6349.0,21269.15,3.35,0.06,369.0,1,22,12,1,1,1,1,2
60.0,2106.0,5138.64,2.44,0.04,3545.0,2,1,6,1,1,0,1,2
30.0,2856.0,21420.0,7.5,0.25,3002.0,1,2,11,1,0,1,1,2
60.0,130828.0,316603.76,2.42,0.04,6525.0,4,1,8,1,1,1,1,2
100.0,2000.0,700000.0,129.58352457209097,3.5,5006.0,1,10,20,5,1,1,3,1
30.0,300.0,600.0,2.0,0.07,196.0,1,4,12,1,0,0,1,2
60.0,11574.0,119096.46,10.29,0.17,14314.0,2,2,7,1,0,0,1,2
307.501710918752,34.0,1547.68,45.52,0.08,159.0,1,10,4,1,0,1,6,1
240.0,1000.0,1950.0,1.95,0.01,369.0,1,1,12,3,1,0,2,2
60.0,98645.0,254504.1,2.58,0.04,18672.0,3,1,4,1,0,0,1,2
30.0,10000.0,31200.0,3.12,0.1,24636.0,2,4,1,1,1,0,1,2
100.0,1000.0,80000.0,80.0,0.8,337.0,1,25,6,5,1,1,3,3
60.0,37075.0,177960.0,4.8,0.08,5495.0,1,3,11,1,0,1,1,2
60.0,336.0,2520.0,7.5,0.12,120.0,1,2,11,1,1,1,1,2
30.0,30000.0,130200.0,4.34,0.14,6022.0,2,2,6,1,0,0,1,2
20.0,3000.0,96000.0,32.0,1.6,881.0,1,7,2,5,1,1,3,4
100.0,600.0,48000.0,80.0,0.8,46946.48571682304,1,25,1,5,1,1,3,3
60.0,30000.0,262800.0,8.76,0.15,2715.0,1,1,1,1,1,0,1,2
240.0,3136.0,5958.4,1.9,0.01,1870.0,1,4,10,3,0,0,2,2
60.0,2160.0,24840.0,11.5,0.19,6385.0,4,1,10,1,0,1,1,2
25.0,9700.0,194000.0,20.0,0.8,2907.0,1,13,7,5,1,0,3,7
30.0,656.0,17220.0,26.25,0.88,369.0,1,29,12,1,0,0,1,11
120.0,8494.0,210311.44,24.76,0.21,2089.0,1,1,12,1,1,0,1,2
30.0,1700.0,40800.0,24.0,0.8,604.0,1,13,9,5,1,1,3,7
270.0,526.0,41364.64,78.64,0.29,295.0,1,28,1,4,0,0,1,1
20.0,750.0,24000.0,32.0,1.6,241.0,2,7,16,5,1,0,3,4
240.0,2047.0,3684.6,1.8,0.01,9931.0,2,1,6,3,0,0,2,2
30.0,599.0,7966.7,13.3,0.44,41.0,1,1,9,4,1,1,1,2
60.0,63285.0,513241.35,8.11,0.14,46946.48571682304,3,2,4,1,0,0,1,2
60.0,384.0,10018.56,26.09,0.43,40.0,1,20,12,4,1,1,2,2
240.0,738.0,1439.1,1.95,0.01,112.0,1,1,13,3,1,0,2,2
40.0,476.0,52360.0,110.0,2.75,534.0,1,24,1,5,1,1,3,1
20.0,75.0,2400.0,32.0,1.6,25.0,1,7,24,5,1,1,3,4
120.0,5000.0,205500.0,41.1,0.34,1246.0,1,8,4,1,1,1,1,6
100.0,213.0,15333.87,71.99,0.72,49.0,1,9,19,5,1,1,3,3
60.0,400.0,2800.0,7.0,0.12,81.0,1,21,11,1,1,1,2,1
240.0,3060.0,5814.0,1.9,0.01,4156.0,1,1,1,3,0,0,2,2
60.0,15021.0,60084.0,4.0,0.07,1411.0,1,4,12,1,1,1,2,2
30.0,2245.0,51635.0,23.0,0.77,226.0,1,1,1,1,1,1,1,2
100.0,350.0,28000.0,80.0,0.8,143.0,1,6,5,5,1,1,3,3
30.0,66946.0,727703.02,10.87,0.36,36903.0,2,3,6,1,1,0,1,2
30.0,1795.0,47118.75,26.25,0.88,160.0,1,15,12,1,1,0,1,11
60.0,48671.0,147959.84,3.04,0.05,2533.0,1,22,15,1,1,0,1,2
60.0,53200.0,141512.0,2.66,0.04,7100.0,1,5,10,1,0,0,1,2
60.0,2699.0,7962.05,2.95,0.05,7114.0,2,5,7,1,0,0,1,2
60.0,31043.0,77917.93,2.51,0.04,1785.0,2,3,2,1,1,0,1,2
60.0,30480.0,237134.4,7.78,0.13,698.0,1,2,9,1,1,0,1,2
30.0,2516.0,8151.84,3.24,0.11,1953.0,1,3,11,1,0,1,1,2
60.0,5730.0,157746.9,27.53,0.46,5372.0,1,1,5,1,0,0,1,2
300.0,524.0,21536.4,41.1,0.14,644.0,1,11,5,3,1,1,2,8
30.0,81557.0,782947.2,9.6,0.32,12079.0,2,2,9,1,0,0,1,2
30.0,38530.0,394932.5,10.25,0.34,5640.0,4,10,10,1,1,1,1,2
100.0,463.0,64357.0,129.58352457209097,1.39,450.0,1,7,9,5,1,1,3,1
60.0,2100.0,4746.0,2.26,0.04,5170.0,2,3,6,1,0,0,1,2
