Pack_Price,Unit_Price,Weight_Kilograms_Clean,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Fulfill_Via,Shipment_Mode,Country,Sub_Classification,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
8.58,0.89,285.0,100,694,Direct Drop,Air,South Sudan,HIV test,Test kit,Yes,4350.03
1.3,0.02,1.0,60,10,Direct Drop,Air,Guyana,Adult,Capsule,Yes,618.89
15.98,0.27,782.0,60,7600,Direct Drop,Air,South Africa,Adult,Tablet,Yes,2534.68
2.73,0.05,1946.0,60,20000,From RDC,Truck,Zambia,Adult,Tablet,Yes,3379.64
50.0,0.28,1286.0,180,1076,From RDC,Air,Côte d'Ivoire,Adult,Capsule,Yes,7629.94
4.0,0.07,4.0,60,60,From RDC,Air,Uganda,Adult,Tablet,Yes,396.08
14.64,0.06,54.0,240,96,From RDC,Air,Haiti,Pediatric,Oral,Yes,1576.32
2.2,0.04,5986.0,60,10725,Direct Drop,Ocean,Haiti,Adult,Tablet,No,2549.52
8.58,0.8,2564.0,100,6322,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,37444.1
8.58,0.89,2571.0,100,6340,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,37297.95
8.58,0.89,1235.0,100,2744,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,25577.15
3.28,0.05,213.0,60,2786,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,3403.98
38.36,0.11,175.0,336,400,Direct Drop,Air,Côte d'Ivoire,Adult,Capsule,Yes,7642.97
3.33,0.11,7791.0,30,41083,From RDC,Air,Dominican Republic,Adult,Tablet,No,90360.12
2.44,0.04,847.0,60,2237,From RDC,Air,Uganda,Adult,Tablet,No,4999.48
1.9,0.01,598.0,240,1595,From RDC,Air,Haiti,Pediatric,Oral,Yes,6338.09
10.87,0.36,6766.0,30,50510,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,18278.07
7.5,0.12,1656.0,60,1319,From RDC,Air,Nigeria,Adult,Tablet,Yes,8331.36
12.42,0.41,2867.0,30,32997,From RDC,Air,Tanzania,Adult,Tablet,Yes,10288.1
8.58,0.14,1248.0,60,100000,From RDC,Air,Uganda,Adult,Tablet,No,106022.37
5.1,0.17,2122.0,30,19776,Direct Drop,Ocean,Haiti,Adult,Tablet,Yes,9272.18
12.42,0.41,4082.0,30,44135,From RDC,Air,Zambia,Adult,Tablet,Yes,17600.24
5.54,0.18,1248.0,30,75000,From RDC,Air Charter,Nigeria,Adult,Tablet,No,17090.0
2.33,0.04,170.0,60,3173,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,13398.06
15.04,0.5,1248.0,30,200000,From RDC,Truck,Zambia,Adult,Tablet,Yes,16040.39
8.58,0.78,679.0,100,3000,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,11163.49
9.5,0.16,170.0,60,1797,From RDC,Air,Ethiopia,Adult,Tablet,Yes,892.0
4.25,0.07,316.0,60,5603,From RDC,Truck,Tanzania,Pediatric,Tablet,Yes,3279.25
20.0,0.8,422.0,25,1354,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,5054.68
7.82,0.26,2391.0,30,24346,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,21326.73
2.0,0.01,1765.0,240,3168,From RDC,Air,Haiti,Pediatric,Oral,Yes,18473.1
1.45,0.01,1960.0,240,5495,From RDC,Truck,Rwanda,Pediatric,Oral,Yes,4390.98
8.58,0.8,1102.0,100,2856,Direct Drop,Air,Zimbabwe,HIV test,Test kit,Yes,26846.59
3.04,0.05,206.0,60,3145,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2731.58
2.9,0.05,112.0,60,253,From RDC,Air Charter,Nigeria,Adult,Tablet,No,7445.8
2.26,0.04,424.0,60,3480,From RDC,Truck,Zambia,Adult,Tablet,Yes,11941.65
2.0,0.07,5697.0,30,86821,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,14893.0
2.44,0.01,998.0,240,2744,From RDC,Air,Mozambique,Pediatric,Oral,Yes,3894.6
11.09,0.18,100.0,60,900,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,2504.65
20.0,0.8,14.0,25,40,Direct Drop,Air,Botswana,HIV test,Test kit,Yes,706.18
4.0,0.07,758.0,60,40,From RDC,Air,"Congo, DRC",Pediatric,Tablet,No,20499.33
8.58,0.89,1370.0,100,1,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,14515.01
1.85,0.01,83.0,240,230,From RDC,Air,Guyana,Pediatric,Oral,Yes,1075.62
4.64,0.15,3703.0,30,2381,From RDC,Truck,Rwanda,Adult,Tablet,Yes,8469.67
11.75,0.39,36.0,30,441,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9341.49
8.58,0.16,488.0,100,700,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,3114.08
6.6,0.11,96.0,60,1475,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,678.83
3.4,0.06,2717.0,60,29011,From RDC,Truck,Zambia,Adult,Tablet,Yes,4060.55
32.0,0.16,20.0,20,58,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,644.02
8.58,0.51,1720.0,120,7031,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5324.08
19.36,0.16,1248.0,120,5900,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,20816.42
19.32,0.16,463.0,120,1865,Direct Drop,Air,Haiti,Adult,Tablet,Yes,3222.27
4.64,0.15,1248.0,30,27900,From RDC,Truck,Zambia,Adult,Tablet,Yes,19564.23
2.15,0.04,6385.0,60,2430,Direct Drop,Ocean,Haiti,Adult,Tablet,No,8768.76
7.02,0.12,1248.0,60,39402,From RDC,Truck,Tanzania,Adult,Tablet,No,7651.59
7.27,0.12,1248.0,60,31971,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,37242.5
2.1,0.01,615.0,240,225,From RDC,Air,Guyana,Pediatric,Oral,No,8420.68
30.82,0.1,844.0,300,745,Direct Drop,Air,Côte d'Ivoire,Pediatric,Oral,Yes,9768.22
3.5,0.06,49.0,60,940,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,1211.49
23.0,0.16,5057.0,1,6998,Direct Drop,Air,Ethiopia,HIV test,Test kit,Yes,44347.71
8.0,0.08,2.0,100,4,Direct Drop,Air,Sudan,HIV test - Ancillary,Test kit,Yes,942.64
1.46,0.02,177.0,60,3690,From RDC,Air,Haiti,Adult,Capsule,Yes,6036.96
11.15,0.37,1248.0,30,112303,From RDC,Truck,Mozambique,Adult,Tablet,Yes,5846.08
6.49,0.11,2672.0,60,10000,Direct Drop,Air,Vietnam,Adult,Tablet,No,2504.64
1.79,0.03,54.0,60,300,From RDC,Air,Nigeria,Adult,Capsule,Yes,1283.24
4.64,0.15,1248.0,30,166295,From RDC,Truck,Zambia,Adult,Tablet,Yes,29971.59
26.25,0.88,291.0,30,3014,From RDC,Air,Uganda,Adult,Tablet,Yes,1755.0
7.82,0.26,4141.0,30,63785,Direct Drop,Air,South Africa,Adult,Tablet,Yes,5404.34
8.58,0.16,33.0,120,188,Direct Drop,Air,Others,Adult,Tablet,Yes,660.3
2.92,0.05,834.0,60,13168,Direct Drop,Air,Mozambique,Adult,Tablet,Yes,3574.24
7.4,0.12,3951.0,60,37240,From RDC,Truck,Zimbabwe,Adult,Tablet,No,13788.25
7.4,0.12,4303.0,60,2508,From RDC,Air,Zimbabwe,Adult,Tablet,Yes,12894.85
27.6,0.92,63.0,30,595,Direct Drop,Air,Burundi,HIV test,Test kit,Yes,865.67
9.14,0.01,5051.0,1000,11000,Direct Drop,Air,Haiti,Malaria,Tablet,Yes,37744.27
13.69,0.46,1248.0,30,98791,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,29780.5
4.65,0.16,2846.0,30,28899,Direct Drop,Air Charter,Zimbabwe,Adult,Tablet,Yes,19557.01
1.45,0.02,2228.0,60,9576,Direct Drop,Air,Vietnam,Adult,Capsule,No,9809.7
7.02,0.12,224.0,60,4398,From RDC,Truck,Uganda,Adult,Tablet,Yes,1933.3
10.52,0.35,770.0,30,5728,From RDC,Air,Uganda,Adult,Tablet,Yes,2871.0
11.4,0.19,6862.0,60,60930,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9341.49
2.6,0.04,3002.0,60,16800,Direct Drop,Air,Vietnam,Adult,Tablet,No,6808.99
3.5,0.01,1238.0,240,1181,From RDC,Air,Nigeria,Pediatric,Oral,No,6433.28
8.58,0.16,48.0,100,20,Direct Drop,Air,Cameroon,HIV test,Test kit,Yes,1222.56
10.28,0.17,31.0,60,180,Direct Drop,Air,Haiti,Pediatric,Tablet,Yes,910.86
8.58,0.89,188.0,100,450,Direct Drop,Air,South Sudan,HIV test,Test kit,Yes,2997.85
8.2,0.14,3167.0,60,25097,Direct Drop,Air,Ghana,Adult,Tablet,Yes,16189.27
3.56,0.12,5391.0,30,24966,From RDC,Air,Uganda,Adult,Tablet,Yes,28382.05
32.0,0.16,112.0,20,90,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,3196.31
8.21,0.14,4278.0,60,30096,Direct Drop,Ocean,Haiti,Adult,Tablet,Yes,7567.99
7.72,0.13,1248.0,60,24000,From RDC,Air Charter,Nigeria,Adult,Tablet,No,116593.0
13.96,0.47,18.0,30,270,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,1100.0
8.58,0.16,728.0,50,300,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,6879.32
6.49,0.11,2082.0,60,24024,Direct Drop,Air,Haiti,Adult,Tablet,Yes,16574.55
11.15,0.37,1248.0,30,14,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,49199.75
1.99,0.03,1023.0,60,1956,From RDC,Truck,Côte d'Ivoire,Pediatric,Tablet,No,5942.68
12.42,0.41,3195.0,30,37258,From RDC,Air,Rwanda,Adult,Tablet,Yes,36417.89
5.38,0.09,37.0,60,180,From RDC,Air,Haiti,Adult,Tablet,Yes,1221.01
3.56,0.12,1248.0,30,636,From RDC,Truck,Zimbabwe,Adult,Tablet,No,47389.63
4.6,0.08,122.0,60,2600,From RDC,Truck,Côte d'Ivoire,Pediatric,Tablet,Yes,1799.58
4.7,0.05,4359.0,100,490,From RDC,Truck,Côte d'Ivoire,Pediatric,Capsule,Yes,12101.96
7.12,0.12,5586.0,60,52481,From RDC,Truck,Zambia,Adult,Tablet,Yes,6759.28
8.1,0.13,4168.0,60,20000,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,6717.79
8.97,0.3,2244.0,30,14480,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,3296.34
27.53,0.46,422.0,60,15,From RDC,Air,Nigeria,Adult,Tablet,No,2812.3
11.0,0.37,1146.0,30,13473,From RDC,Air,Nigeria,Adult,Tablet,Yes,3680.33
10.78,0.36,1248.0,30,66407,From RDC,Truck,Zimbabwe,Adult,Tablet,No,15873.95
8.58,0.72,12.0,100,10,From RDC,Air,Haiti,HIV test,Test kit,No,785.88
3.5,0.12,1400.0,30,14000,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,2859.58
3.15,0.01,7349.0,240,19050,Direct Drop,Air,South Africa,Pediatric,Oral,Yes,4876.34
8.58,0.16,28.0,60,274,Direct Drop,Air,Uganda,Adult,Tablet,Yes,501.0
16.96,0.09,28.0,180,98,From RDC,Air,Haiti,Pediatric,Oral,Yes,988.24
8.58,0.9,120.0,60,600,Direct Drop,Air,Haiti,Adult,Tablet,Yes,1140.71
7.2,0.12,7393.0,60,40000,From RDC,Truck,Zambia,Adult,Tablet,Yes,6051.02
8.76,0.15,6967.0,60,59952,From RDC,Air,Haiti,Adult,Tablet,Yes,75688.58
4.12,0.14,8433.0,30,17422,From RDC,Truck,Zimbabwe,Adult,Tablet,No,15219.71
7.71,0.13,921.0,60,16566,From RDC,Truck,Mozambique,Adult,Tablet,Yes,4468.51
24.5,0.16,164.0,1,250,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,2204.84
4.84,0.16,4123.0,30,39960,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,28778.76
4.09,0.07,115.0,60,3071,From RDC,Air,Ethiopia,Pediatric,Tablet,Yes,630.0
32.0,0.16,112.0,20,65,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,3196.31
3.95,0.07,1153.0,60,27847,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,1489.8
2.26,0.04,1248.0,60,86515,From RDC,Truck,Zimbabwe,Adult,Tablet,No,14451.69
1.99,0.03,849.0,60,10000,Direct Drop,Air,Zambia,Pediatric,Tablet,Yes,4316.34
20.0,0.8,1740.0,25,5693,From RDC,Truck,Zimbabwe,HIV test,Test kit,Yes,8008.65
9.35,0.16,5197.0,60,45000,From RDC,Air,Nigeria,Adult,Tablet,No,21895.01
7.53,0.13,347.0,60,1063,From RDC,Air,Guyana,Adult,Tablet,No,4293.82
2.51,0.04,1248.0,60,89037,From RDC,Truck,Zambia,Adult,Tablet,No,8647.16
30.82,0.1,278.0,300,304,Direct Drop,Air,Tanzania,Pediatric,Oral,Yes,5656.74
2.42,0.04,1248.0,60,100000,From RDC,Truck,Zambia,Adult,Tablet,No,34356.26
12.01,0.4,3880.0,30,50000,From RDC,Air,Zambia,Adult,Tablet,Yes,3817.12
8.58,0.72,33.0,100,142,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,1715.17
8.58,0.8,1323.0,100,3047,Direct Drop,Air,Uganda,HIV test,Test kit,Yes,16337.04
7.02,0.12,1248.0,60,150000,From RDC,Truck,Tanzania,Adult,Tablet,Yes,7651.59
18.0,0.6,1045.0,30,8000,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,6949.93
2.25,0.04,657.0,60,6600,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,1192.25
2.73,0.05,699.0,60,3319,From RDC,Air,Tanzania,Adult,Tablet,Yes,3952.34
2.53,0.04,1727.0,60,32070,Direct Drop,Air,South Africa,Adult,Tablet,Yes,1791.42
1.56,0.05,951.0,30,14802,Direct Drop,Air,Ghana,Pediatric,Capsule,Yes,7326.62
8.26,0.14,1248.0,60,150446,From RDC,Truck,Tanzania,Adult,Tablet,No,3279.25
11.56,0.19,1312.0,60,10372,From RDC,Air,Uganda,Adult,Tablet,Yes,14569.14
1.46,0.02,54.0,60,45,From RDC,Air Charter,Nigeria,Adult,Capsule,No,7445.8
5.94,0.1,304.0,60,2565,Direct Drop,Air,Uganda,Pediatric,Tablet,Yes,2808.12
4.45,0.15,1642.0,30,3000,From RDC,Air,Uganda,Adult,Tablet,No,15347.04
27.0,0.16,205.0,20,350,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,1437.4
1.45,0.02,2343.0,60,40000,Direct Drop,Air,Vietnam,Adult,Capsule,Yes,12751.68
20.48,0.17,497.0,120,1865,From RDC,Air,Haiti,Adult,Tablet,Yes,5819.7
8.55,0.14,4988.0,60,25312,From RDC,Truck,Mozambique,Adult,Tablet,Yes,7960.74
20.0,0.8,624.0,25,2000,Direct Drop,Air,Zimbabwe,HIV test,Test kit,Yes,4756.06
2.58,0.04,6291.0,60,11022,From RDC,Air Charter,Nigeria,Adult,Tablet,No,20265.0
2.44,0.04,1248.0,60,181926,From RDC,Truck,Zambia,Adult,Tablet,Yes,4496.15
11.22,0.19,1248.0,60,119098,From RDC,Truck,Mozambique,Adult,Tablet,Yes,11969.68
4.62,0.15,2001.0,30,18273,Direct Drop,Ocean,Haiti,Adult,Tablet,Yes,7842.4
13.6,0.06,7889.0,240,412,From RDC,Truck,Côte d'Ivoire,Pediatric,Oral,No,6406.53
2.44,0.04,77.0,60,1481,From RDC,Air,Ethiopia,Adult,Tablet,No,961.46
5.75,0.1,2228.0,60,1082,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3565.08
27.0,0.16,13.0,20,50,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,581.1
8.58,0.7,1154.0,100,5085,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,46723.42
8.58,0.89,1252.0,100,2874,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,26380.35
3.75,0.06,5687.0,60,102980,From RDC,Truck,Tanzania,Pediatric,Tablet,Yes,6010.2
8.58,0.29,490.0,270,977,From RDC,Air,Côte d'Ivoire,Adult,Capsule,Yes,1765.4
8.58,0.8,60.0,100,210,From RDC,Air,Guyana,HIV test,Test kit,Yes,6012.0
7.3,0.12,4810.0,60,92887,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,6599.86
7.65,0.13,1496.0,60,17240,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,2480.22
8.58,0.8,2124.0,100,4309,Direct Drop,Air,Zimbabwe,HIV test,Test kit,Yes,40520.83
13.25,0.44,87.0,30,570,Direct Drop,Air,Rwanda,Adult,Capsule,No,255.0
6.6,0.11,331.0,60,2532,From RDC,Air,Burundi,Adult,Tablet,No,4218.74
8.97,0.3,2409.0,30,26060,From RDC,Truck,Zambia,Adult,Tablet,Yes,9346.8
1.34,0.01,3093.0,200,6551,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,No,11235.05
7.0,0.12,1248.0,60,6246,From RDC,Air Charter,Cameroon,Adult,Tablet,Yes,123945.0
2.33,0.04,1787.0,60,649,From RDC,Air,Dominican Republic,Adult,Tablet,Yes,18046.12
16.44,0.27,6587.0,60,5310,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,8953.2
23.0,0.16,2535.0,1,3510,Direct Drop,Air,Ethiopia,HIV test,Test kit,Yes,20083.74
9.6,0.32,1248.0,30,122449,From RDC,Truck,Mozambique,Adult,Tablet,No,68874.85
4.22,0.14,2996.0,30,27769,From RDC,Air,Tanzania,Adult,Tablet,No,9639.1
8.58,0.16,353.0,100,60,From RDC,Air,Rwanda,HIV test,Test kit,Yes,3684.6
7.0,0.12,741.0,60,6141,From RDC,Air,Burundi,Adult,Tablet,Yes,3810.39
5.78,0.19,574.0,30,6714,From RDC,Truck,Zambia,Adult,Tablet,Yes,5837.94
7.71,0.13,46.0,60,360,Direct Drop,Air,Haiti,Pediatric,Tablet,Yes,984.39
8.58,0.7,275.0,100,1174,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,4015.0
5.78,0.19,2804.0,30,32660,From RDC,Truck,Uganda,Adult,Tablet,Yes,5050.8
7.3,0.12,331.0,60,6384,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,5766.83
18.34,0.61,3000.0,30,60,Direct Drop,Air,Uganda,Adult,Capsule,Yes,428.91
10.5,0.35,3385.0,30,24192,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,8764.53
8.58,0.16,19.0,100,12,From RDC,Air,Others,HIV test,Test kit,No,851.24
11.49,0.38,332.0,30,2865,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,6973.87
11.89,0.2,6768.0,60,61021,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,38120.96
8.58,0.16,33.0,36,80,Direct Drop,Air,Others,HIV test,Test kit,Yes,812.0
6.75,0.11,1585.0,60,9789,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,2965.32
7.4,0.12,1360.0,60,15360,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5412.14
3.64,0.12,6242.0,30,83,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,17129.96
2.42,0.04,1624.0,60,300,From RDC,Air,South Sudan,Adult,Tablet,No,15446.4
8.11,0.14,1248.0,60,191230,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,70210.0
9.45,0.16,4639.0,60,24345,From RDC,Air,Haiti,Adult,Tablet,No,47525.69
8.58,0.89,1352.0,100,2835,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,30726.22
3.81,0.13,244.0,30,2445,From RDC,Air,Uganda,Adult,Tablet,Yes,2159.1
5.38,0.09,1248.0,60,71030,From RDC,Truck,Zimbabwe,Adult,Tablet,No,29250.68
32.0,0.16,238.0,20,728,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,2789.67
1.95,0.01,1066.0,240,2848,From RDC,Air,Haiti,Pediatric,Oral,Yes,10794.84
41.1,0.14,547.0,300,147,From RDC,Air,Tanzania,Pediatric,Oral,No,2094.0
2.42,0.04,1248.0,60,88208,From RDC,Air Charter,Cameroon,Adult,Tablet,No,67732.54
41.1,0.34,1015.0,120,4000,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,3256.0
2.0,0.07,63.0,30,1,From RDC,Air,Zimbabwe,Adult,Tablet,Yes,598.08
8.26,0.14,758.0,60,800,From RDC,Air,"Congo, DRC",Adult,Tablet,No,20499.33
32.0,0.16,54.0,20,90,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,2734.02
2.51,0.04,5256.0,60,1800,From RDC,Air,Burundi,Adult,Tablet,No,9506.0
32.0,0.16,18.0,20,53,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,569.11
35.8,0.6,1422.0,60,4776,From RDC,Air,Tanzania,Adult,Tablet,No,4198.0
11.75,0.39,270.0,30,3000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,6147.18
1.85,0.01,7755.0,240,4810,From RDC,Air,Haiti,Pediatric,Oral,No,74839.9
8.58,0.16,144.0,100,60,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,4185.29
8.29,0.14,4262.0,60,33696,Direct Drop,Air,Namibia,Adult,Tablet,Yes,27262.44
2.02,0.01,7889.0,240,7483,From RDC,Truck,Côte d'Ivoire,Pediatric,Oral,No,6406.53
3.33,0.11,1248.0,30,7363,From RDC,Air,Uganda,Adult,Tablet,No,106022.37
11.19,0.19,2039.0,60,20000,Direct Drop,Air,Tanzania,Adult,Tablet,Yes,9182.45
5.58,0.09,282.0,60,1135,From RDC,Air,Guyana,Adult,Tablet,Yes,5380.36
1.92,0.01,5317.0,240,6000,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,No,11005.67
32.0,0.16,0.0,20,3,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,1002.35
8.58,0.16,3.0,25,3,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,963.34
8.58,0.62,47.0,120,144,Direct Drop,Air,Uganda,Adult,Tablet,Yes,449.0
3.19,0.11,1638.0,30,25945,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,18141.62
8.58,0.89,2402.0,100,5905,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,35747.28
3.21,0.11,7521.0,30,41416,From RDC,Truck,Zambia,Adult,Tablet,Yes,8265.26
12.5,0.05,171.0,240,55,From RDC,Air,Guyana,Pediatric,Oral,No,2522.76
29.68,0.25,3991.0,120,965,From RDC,Air,Rwanda,Adult,Tablet,No,13380.52
8.58,0.8,1566.0,100,6875,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,19992.75
8.76,0.15,2475.0,60,27440,From RDC,Truck,Zambia,Adult,Tablet,Yes,4964.27
1.25,0.04,53.0,30,961,Direct Drop,Air,Uganda,Pediatric,Tablet,Yes,1203.4
2.6,0.04,2504.0,60,50000,Direct Drop,Air,Ethiopia,Adult,Tablet,Yes,7354.24
11.22,0.19,1518.0,60,6139,From RDC,Truck,Uganda,Adult,Tablet,Yes,6561.51
2.24,0.07,5997.0,30,1596,From RDC,Air,Côte d'Ivoire,Pediatric,Capsule,No,8379.98
32.0,0.16,4472.0,20,13300,Direct Drop,Ocean,Mozambique,HIV test,Test kit,Yes,23408.33
8.58,0.8,1411.0,100,3,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,13150.21
7.9,0.13,229.0,60,5000,From RDC,Air,Ethiopia,Adult,Tablet,Yes,1774.3
3.73,0.06,5780.0,60,66023,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,15789.2
8.58,0.89,1249.0,100,3076,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,21084.84
1.9,0.01,1165.0,240,806,From RDC,Air Charter,Nigeria,Pediatric,Oral,No,7329.83
8.58,0.8,37.0,100,81,Direct Drop,Air,Others,HIV test,Test kit,Yes,2190.78
12.11,0.4,2435.0,30,22000,From RDC,Air,Haiti,Adult,Tablet,Yes,25984.75
2.1,0.01,58.0,240,150,Direct Drop,Air,Vietnam,Pediatric,Oral,Yes,755.03
21.5,0.09,120.0,240,90,From RDC,Air,Rwanda,Pediatric,Oral,Yes,11609.31
32.0,0.16,175.0,20,18,Direct Drop,Air,South Sudan,HIV test,Test kit,No,4011.66
26.25,0.88,6991.0,30,4080,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,12648.36
16.5,0.07,355.0,240,1000,From RDC,Air,Zambia,Pediatric,Oral,Yes,1886.39
4.51,0.15,4972.0,30,58489,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,14439.19
10.52,0.35,4811.0,30,35930,From RDC,Air,Uganda,Adult,Tablet,Yes,2486.5
4.49,0.15,530.0,30,7197,Direct Drop,Air,Ethiopia,Adult,Tablet,Yes,1860.69
3.4,0.06,5181.0,60,55560,From RDC,Air,Ethiopia,Adult,Tablet,Yes,17975.21
2.51,0.04,1248.0,60,50000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,16532.5
7.75,0.13,750.0,60,3600,From RDC,Truck,Zambia,Pediatric,Tablet,Yes,813.75
8.11,0.14,1248.0,60,100000,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,46520.17
3.6,0.06,192.0,60,2196,From RDC,Truck,Rwanda,Pediatric,Tablet,Yes,2232.42
8.51,0.04,392.0,240,49,From RDC,Air,Guyana,Pediatric,Oral,No,4523.0
4.15,0.07,2641.0,60,61591,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,4529.65
8.58,0.16,17.0,100,7,Direct Drop,Air,Others,HIV test,Test kit,Yes,587.63
11.5,0.38,966.0,30,11000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,7329.83
8.58,0.72,1693.0,100,200,From RDC,Truck,Botswana,HIV test,Test kit,Yes,1220.73
30.0,0.5,492.0,60,3136,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,5150.82
16.0,0.18,285.0,90,500,From RDC,Air,Haiti,Pediatric,Capsule,No,2523.6
11.49,0.38,1248.0,30,243800,Direct Drop,Ocean,Others,Adult,Tablet,Yes,24875.46
11.4,0.19,1311.0,60,11661,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,11492.86
2.0,0.07,96.0,30,1600,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,2145.17
4.6,0.05,33.0,100,172,Direct Drop,Air,Guyana,Pediatric,Capsule,Yes,882.81
9.36,0.31,1248.0,30,172800,Direct Drop,Ocean,Rwanda,Adult,Tablet,No,23736.39
18.9,0.16,457.0,120,2000,From RDC,Air,Haiti,Adult,Tablet,Yes,5413.7
32.0,0.16,566.0,20,1903,Direct Drop,Air,Uganda,HIV test,Test kit,Yes,3603.93
24.5,0.16,2733.0,1,4099,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,36060.0
4.6,0.15,76.0,30,950,From RDC,Air,Uganda,Adult,Tablet,Yes,1017.15
2.6,0.04,1537.0,60,14364,Direct Drop,Air,Vietnam,Adult,Tablet,No,13507.92
10.15,0.34,2406.0,30,21384,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,4219.32
7.12,0.12,1248.0,60,61520,From RDC,Truck,Zambia,Adult,Tablet,Yes,13518.56
8.58,0.72,12.0,100,25,From RDC,Air,Haiti,HIV test,Test kit,No,785.88
8.58,0.75,15.0,120,102,Direct Drop,Air,Uganda,Adult,Tablet,Yes,845.1
3.33,0.11,7908.0,30,34200,From RDC,Truck,Mozambique,Adult,Tablet,Yes,5496.08
